Domain Code,Domain,Area Code (FAO),Area,Indicator Code,Indicator,Sex Code,Sex,Year Code,Year,Source Code,Source,Unit,Value
"OER","Employment Indicators: Rural","11","Austria","21098","Employment by status of employment, total, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","1694.958"
"OER","Employment Indicators: Rural","11","Austria","21108","Employment by status of employment, employees, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","1442.881"
"OER","Employment Indicators: Rural","11","Austria","21109","Employment by status of employment, self-employed, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","252.077"
"OER","Employment Indicators: Rural","11","Austria","21098","Employment by status of employment, total, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","1703.733"
"OER","Employment Indicators: Rural","11","Austria","21108","Employment by status of employment, employees, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","1456.912"
"OER","Employment Indicators: Rural","11","Austria","21109","Employment by status of employment, self-employed, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","246.821"
"OER","Employment Indicators: Rural","11","Austria","21098","Employment by status of employment, total, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","1718.611"
"OER","Employment Indicators: Rural","11","Austria","21108","Employment by status of employment, employees, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","1468.919"
"OER","Employment Indicators: Rural","11","Austria","21109","Employment by status of employment, self-employed, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","249.692"
"OER","Employment Indicators: Rural","255","Belgium","21098","Employment by status of employment, total, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","216.625"
"OER","Employment Indicators: Rural","255","Belgium","21108","Employment by status of employment, employees, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","180.242"
"OER","Employment Indicators: Rural","255","Belgium","21109","Employment by status of employment, self-employed, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","36.384"
"OER","Employment Indicators: Rural","255","Belgium","21098","Employment by status of employment, total, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","241.462"
"OER","Employment Indicators: Rural","255","Belgium","21108","Employment by status of employment, employees, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","198.674"
"OER","Employment Indicators: Rural","255","Belgium","21109","Employment by status of employment, self-employed, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","42.788"
"OER","Employment Indicators: Rural","255","Belgium","21098","Employment by status of employment, total, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","785.466"
"OER","Employment Indicators: Rural","255","Belgium","21108","Employment by status of employment, employees, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","652.121"
"OER","Employment Indicators: Rural","255","Belgium","21109","Employment by status of employment, self-employed, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","133.345"
"OER","Employment Indicators: Rural","255","Belgium","21098","Employment by status of employment, total, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","779.269"
"OER","Employment Indicators: Rural","255","Belgium","21108","Employment by status of employment, employees, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","645.398"
"OER","Employment Indicators: Rural","255","Belgium","21109","Employment by status of employment, self-employed, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","133.871"
"OER","Employment Indicators: Rural","255","Belgium","21098","Employment by status of employment, total, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","772.281"
"OER","Employment Indicators: Rural","255","Belgium","21108","Employment by status of employment, employees, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","645.83"
"OER","Employment Indicators: Rural","255","Belgium","21109","Employment by status of employment, self-employed, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","126.451"
"OER","Employment Indicators: Rural","255","Belgium","21098","Employment by status of employment, total, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","739.345"
"OER","Employment Indicators: Rural","255","Belgium","21108","Employment by status of employment, employees, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","613.681"
"OER","Employment Indicators: Rural","255","Belgium","21109","Employment by status of employment, self-employed, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","125.664"
"OER","Employment Indicators: Rural","255","Belgium","21098","Employment by status of employment, total, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","776.106"
"OER","Employment Indicators: Rural","255","Belgium","21108","Employment by status of employment, employees, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","650.336"
"OER","Employment Indicators: Rural","255","Belgium","21109","Employment by status of employment, self-employed, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","125.77"
"OER","Employment Indicators: Rural","255","Belgium","21098","Employment by status of employment, total, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","714.285"
"OER","Employment Indicators: Rural","255","Belgium","21108","Employment by status of employment, employees, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","605.655"
"OER","Employment Indicators: Rural","255","Belgium","21109","Employment by status of employment, self-employed, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","108.631"
"OER","Employment Indicators: Rural","255","Belgium","21098","Employment by status of employment, total, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","705.035"
"OER","Employment Indicators: Rural","255","Belgium","21108","Employment by status of employment, employees, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","599.362"
"OER","Employment Indicators: Rural","255","Belgium","21109","Employment by status of employment, self-employed, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","105.673"
"OER","Employment Indicators: Rural","255","Belgium","21098","Employment by status of employment, total, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","675.691"
"OER","Employment Indicators: Rural","255","Belgium","21108","Employment by status of employment, employees, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","575.52"
"OER","Employment Indicators: Rural","255","Belgium","21109","Employment by status of employment, self-employed, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","100.171"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21098","Employment by status of employment, total, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","465.902"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21108","Employment by status of employment, employees, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","294.267"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21109","Employment by status of employment, self-employed, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","171.635"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21098","Employment by status of employment, total, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","448.522"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21108","Employment by status of employment, employees, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","285.979"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21109","Employment by status of employment, self-employed, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","162.543"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21098","Employment by status of employment, total, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","456.037"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21108","Employment by status of employment, employees, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","279.752"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21109","Employment by status of employment, self-employed, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","176.285"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21098","Employment by status of employment, total, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","456.081"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21108","Employment by status of employment, employees, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","293.401"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21109","Employment by status of employment, self-employed, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","162.681"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21098","Employment by status of employment, total, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","442.441"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21108","Employment by status of employment, employees, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","300.647"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21109","Employment by status of employment, self-employed, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","141.794"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21098","Employment by status of employment, total, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","458.872"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21108","Employment by status of employment, employees, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","304.861"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21109","Employment by status of employment, self-employed, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","154.01"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21098","Employment by status of employment, total, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","456.215"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21108","Employment by status of employment, employees, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","305.673"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21109","Employment by status of employment, self-employed, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","150.542"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21098","Employment by status of employment, total, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","459.047"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21108","Employment by status of employment, employees, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","309.167"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21109","Employment by status of employment, self-employed, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","149.879"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21098","Employment by status of employment, total, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","458.138"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21108","Employment by status of employment, employees, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","328.835"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21109","Employment by status of employment, self-employed, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","129.302"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21098","Employment by status of employment, total, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","455.9"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21108","Employment by status of employment, employees, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","303.22"
"OER","Employment Indicators: Rural","80","Bosnia and Herzegovina","21109","Employment by status of employment, self-employed, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","152.68"
"OER","Employment Indicators: Rural","27","Bulgaria","21098","Employment by status of employment, total, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","1311.698"
"OER","Employment Indicators: Rural","27","Bulgaria","21108","Employment by status of employment, employees, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","1110.697"
"OER","Employment Indicators: Rural","27","Bulgaria","21109","Employment by status of employment, self-employed, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","201"
"OER","Employment Indicators: Rural","27","Bulgaria","21098","Employment by status of employment, total, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","1253.915"
"OER","Employment Indicators: Rural","27","Bulgaria","21108","Employment by status of employment, employees, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","1061.384"
"OER","Employment Indicators: Rural","27","Bulgaria","21109","Employment by status of employment, self-employed, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","192.531"
"OER","Employment Indicators: Rural","27","Bulgaria","21098","Employment by status of employment, total, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","782.414"
"OER","Employment Indicators: Rural","27","Bulgaria","21108","Employment by status of employment, employees, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","648.417"
"OER","Employment Indicators: Rural","27","Bulgaria","21109","Employment by status of employment, self-employed, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","133.996"
"OER","Employment Indicators: Rural","27","Bulgaria","21098","Employment by status of employment, total, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","754.617"
"OER","Employment Indicators: Rural","27","Bulgaria","21108","Employment by status of employment, employees, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","624.508"
"OER","Employment Indicators: Rural","27","Bulgaria","21109","Employment by status of employment, self-employed, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","130.109"
"OER","Employment Indicators: Rural","27","Bulgaria","21098","Employment by status of employment, total, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","746.531"
"OER","Employment Indicators: Rural","27","Bulgaria","21108","Employment by status of employment, employees, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","614.276"
"OER","Employment Indicators: Rural","27","Bulgaria","21109","Employment by status of employment, self-employed, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","132.256"
"OER","Employment Indicators: Rural","27","Bulgaria","21098","Employment by status of employment, total, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","762.901"
"OER","Employment Indicators: Rural","27","Bulgaria","21108","Employment by status of employment, employees, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","628.547"
"OER","Employment Indicators: Rural","27","Bulgaria","21109","Employment by status of employment, self-employed, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","134.354"
"OER","Employment Indicators: Rural","27","Bulgaria","21098","Employment by status of employment, total, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","761.699"
"OER","Employment Indicators: Rural","27","Bulgaria","21108","Employment by status of employment, employees, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","633.322"
"OER","Employment Indicators: Rural","27","Bulgaria","21109","Employment by status of employment, self-employed, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","128.377"
"OER","Employment Indicators: Rural","27","Bulgaria","21098","Employment by status of employment, total, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","774.139"
"OER","Employment Indicators: Rural","27","Bulgaria","21108","Employment by status of employment, employees, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","649.781"
"OER","Employment Indicators: Rural","27","Bulgaria","21109","Employment by status of employment, self-employed, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","124.358"
"OER","Employment Indicators: Rural","27","Bulgaria","21098","Employment by status of employment, total, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","756.21"
"OER","Employment Indicators: Rural","27","Bulgaria","21108","Employment by status of employment, employees, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","647.193"
"OER","Employment Indicators: Rural","27","Bulgaria","21109","Employment by status of employment, self-employed, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","109.017"
"OER","Employment Indicators: Rural","27","Bulgaria","21098","Employment by status of employment, total, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","783.351"
"OER","Employment Indicators: Rural","27","Bulgaria","21108","Employment by status of employment, employees, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","683.258"
"OER","Employment Indicators: Rural","27","Bulgaria","21109","Employment by status of employment, self-employed, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","100.094"
"OER","Employment Indicators: Rural","98","Croatia","21098","Employment by status of employment, total, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","4.114"
"OER","Employment Indicators: Rural","98","Croatia","21108","Employment by status of employment, employees, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","3.406"
"OER","Employment Indicators: Rural","98","Croatia","21098","Employment by status of employment, total, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","2.81"
"OER","Employment Indicators: Rural","98","Croatia","21108","Employment by status of employment, employees, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","2.328"
"OER","Employment Indicators: Rural","98","Croatia","21098","Employment by status of employment, total, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","648.04"
"OER","Employment Indicators: Rural","98","Croatia","21108","Employment by status of employment, employees, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","469.93"
"OER","Employment Indicators: Rural","98","Croatia","21109","Employment by status of employment, self-employed, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","178.11"
"OER","Employment Indicators: Rural","98","Croatia","21098","Employment by status of employment, total, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","615.387"
"OER","Employment Indicators: Rural","98","Croatia","21108","Employment by status of employment, employees, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","458.874"
"OER","Employment Indicators: Rural","98","Croatia","21109","Employment by status of employment, self-employed, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","156.514"
"OER","Employment Indicators: Rural","98","Croatia","21098","Employment by status of employment, total, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","613.218"
"OER","Employment Indicators: Rural","98","Croatia","21108","Employment by status of employment, employees, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","478.684"
"OER","Employment Indicators: Rural","98","Croatia","21109","Employment by status of employment, self-employed, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","134.533"
"OER","Employment Indicators: Rural","98","Croatia","21098","Employment by status of employment, total, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","593.272"
"OER","Employment Indicators: Rural","98","Croatia","21108","Employment by status of employment, employees, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","458.589"
"OER","Employment Indicators: Rural","98","Croatia","21109","Employment by status of employment, self-employed, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","134.683"
"OER","Employment Indicators: Rural","98","Croatia","21098","Employment by status of employment, total, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","559.97"
"OER","Employment Indicators: Rural","98","Croatia","21108","Employment by status of employment, employees, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","450.863"
"OER","Employment Indicators: Rural","98","Croatia","21109","Employment by status of employment, self-employed, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","109.107"
"OER","Employment Indicators: Rural","98","Croatia","21098","Employment by status of employment, total, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","570.475"
"OER","Employment Indicators: Rural","98","Croatia","21108","Employment by status of employment, employees, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","481.521"
"OER","Employment Indicators: Rural","98","Croatia","21109","Employment by status of employment, self-employed, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","88.954"
"OER","Employment Indicators: Rural","98","Croatia","21098","Employment by status of employment, total, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","568.635"
"OER","Employment Indicators: Rural","98","Croatia","21108","Employment by status of employment, employees, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","485.286"
"OER","Employment Indicators: Rural","98","Croatia","21109","Employment by status of employment, self-employed, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","83.35"
"OER","Employment Indicators: Rural","98","Croatia","21098","Employment by status of employment, total, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","607.352"
"OER","Employment Indicators: Rural","98","Croatia","21108","Employment by status of employment, employees, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","513.226"
"OER","Employment Indicators: Rural","98","Croatia","21109","Employment by status of employment, self-employed, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","94.127"
"OER","Employment Indicators: Rural","167","Czechia","21098","Employment by status of employment, total, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","1981.093"
"OER","Employment Indicators: Rural","167","Czechia","21108","Employment by status of employment, employees, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","1637.621"
"OER","Employment Indicators: Rural","167","Czechia","21109","Employment by status of employment, self-employed, rural areas","13","Total","2010","2010","3023","Labour force survey","1000 persons","343.356"
"OER","Employment Indicators: Rural","167","Czechia","21098","Employment by status of employment, total, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","1953.145"
"OER","Employment Indicators: Rural","167","Czechia","21108","Employment by status of employment, employees, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","1601.82"
"OER","Employment Indicators: Rural","167","Czechia","21109","Employment by status of employment, self-employed, rural areas","13","Total","2011","2011","3023","Labour force survey","1000 persons","351.325"
"OER","Employment Indicators: Rural","167","Czechia","21098","Employment by status of employment, total, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","1784.841"
"OER","Employment Indicators: Rural","167","Czechia","21108","Employment by status of employment, employees, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","1472.734"
"OER","Employment Indicators: Rural","167","Czechia","21109","Employment by status of employment, self-employed, rural areas","13","Total","2012","2012","3023","Labour force survey","1000 persons","312.107"
"OER","Employment Indicators: Rural","167","Czechia","21098","Employment by status of employment, total, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","1805.995"
"OER","Employment Indicators: Rural","167","Czechia","21108","Employment by status of employment, employees, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","1493.105"
"OER","Employment Indicators: Rural","167","Czechia","21109","Employment by status of employment, self-employed, rural areas","13","Total","2013","2013","3023","Labour force survey","1000 persons","312.889"
"OER","Employment Indicators: Rural","167","Czechia","21098","Employment by status of employment, total, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","1849.397"
"OER","Employment Indicators: Rural","167","Czechia","21108","Employment by status of employment, employees, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","1523.067"
"OER","Employment Indicators: Rural","167","Czechia","21109","Employment by status of employment, self-employed, rural areas","13","Total","2014","2014","3023","Labour force survey","1000 persons","326.33"
"OER","Employment Indicators: Rural","167","Czechia","21098","Employment by status of employment, total, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","1861.414"
"OER","Employment Indicators: Rural","167","Czechia","21108","Employment by status of employment, employees, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","1539.928"
"OER","Employment Indicators: Rural","167","Czechia","21109","Employment by status of employment, self-employed, rural areas","13","Total","2015","2015","3023","Labour force survey","1000 persons","321.486"
"OER","Employment Indicators: Rural","167","Czechia","21098","Employment by status of employment, total, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","1869.356"
"OER","Employment Indicators: Rural","167","Czechia","21108","Employment by status of employment, employees, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","1548.063"
"OER","Employment Indicators: Rural","167","Czechia","21109","Employment by status of employment, self-employed, rural areas","13","Total","2016","2016","3023","Labour force survey","1000 persons","321.217"
"OER","Employment Indicators: Rural","167","Czechia","21098","Employment by status of employment, total, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","1847.996"
"OER","Employment Indicators: Rural","167","Czechia","21108","Employment by status of employment, employees, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","1539.439"
"OER","Employment Indicators: Rural","167","Czechia","21109","Employment by status of employment, self-employed, rural areas","13","Total","2017","2017","3023","Labour force survey","1000 persons","308.455"
"OER","Employment Indicators: Rural","167","Czechia","21098","Employment by status of employment, total, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","1888.64"
"OER","Employment Indicators: Rural","167","Czechia","21108","Employment by status of employment, employees, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","1579.2"
"OER","Employment Indicators: Rural","167","Czechia","21109","Employment by status of employment, self-employed, rural areas","13","Total","2018","2018","3023","Labour force survey","1000 persons","309.22"
"OER","Employment Indicators: Rural","167","Czechia","21098","Employment by status of employment, total, rural areas","13","Total","2019","2019","3023","Labour force survey","1000 persons","1869.997"
