Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value
"FO","Forestry Production and Trade","3","Albania","5516","Production","1874","Fibreboard","2016","2016","m3","0"
"FO","Forestry Production and Trade","3","Albania","5516","Production","1874","Fibreboard","2017","2017","m3","0"
"FO","Forestry Production and Trade","3","Albania","5516","Production","1874","Fibreboard","2018","2018","m3","0"
"FO","Forestry Production and Trade","3","Albania","5516","Production","1874","Fibreboard","2019","2019","m3","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1879","Total fibre furnish","2010","2010","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1879","Total fibre furnish","2011","2011","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1879","Total fibre furnish","2012","2012","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1879","Total fibre furnish","2013","2013","tonnes","4000"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1879","Total fibre furnish","2014","2014","tonnes","8000"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1879","Total fibre furnish","2015","2015","tonnes","9000"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1879","Total fibre furnish","2016","2016","tonnes","13000"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1879","Total fibre furnish","2017","2017","tonnes","15000"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1879","Total fibre furnish","2018","2018","tonnes","15000"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1879","Total fibre furnish","2019","2019","tonnes","5251"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1878","Pulp for paper","2010","2010","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1878","Pulp for paper","2011","2011","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1878","Pulp for paper","2012","2012","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1878","Pulp for paper","2013","2013","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1878","Pulp for paper","2014","2014","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1878","Pulp for paper","2015","2015","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1878","Pulp for paper","2016","2016","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1878","Pulp for paper","2017","2017","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1878","Pulp for paper","2018","2018","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1878","Pulp for paper","2019","2019","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1875","Wood pulp","2010","2010","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1875","Wood pulp","2011","2011","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1875","Wood pulp","2012","2012","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1875","Wood pulp","2013","2013","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1875","Wood pulp","2014","2014","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1875","Wood pulp","2015","2015","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1875","Wood pulp","2016","2016","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1875","Wood pulp","2017","2017","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1875","Wood pulp","2018","2018","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1875","Wood pulp","2019","2019","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1859","Wood pulp, excluding mechanical wood pulp","2010","2010","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1859","Wood pulp, excluding mechanical wood pulp","2011","2011","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1859","Wood pulp, excluding mechanical wood pulp","2012","2012","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1859","Wood pulp, excluding mechanical wood pulp","2013","2013","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1859","Wood pulp, excluding mechanical wood pulp","2014","2014","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1859","Wood pulp, excluding mechanical wood pulp","2015","2015","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1859","Wood pulp, excluding mechanical wood pulp","2016","2016","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1876","Paper and paperboard","2010","2010","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1876","Paper and paperboard","2011","2011","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1876","Paper and paperboard","2012","2012","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1876","Paper and paperboard","2013","2013","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1876","Paper and paperboard","2014","2014","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1876","Paper and paperboard","2015","2015","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1876","Paper and paperboard","2016","2016","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1876","Paper and paperboard","2017","2017","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1876","Paper and paperboard","2018","2018","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1876","Paper and paperboard","2019","2019","tonnes","5123"
"FO","Forestry Production and Trade","3","Albania","5510","Production","2042","Graphic papers","2010","2010","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","2042","Graphic papers","2011","2011","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","2042","Graphic papers","2012","2012","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","2042","Graphic papers","2013","2013","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","2042","Graphic papers","2014","2014","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","2042","Graphic papers","2015","2015","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","2042","Graphic papers","2016","2016","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","2042","Graphic papers","2017","2017","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","2042","Graphic papers","2018","2018","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","2042","Graphic papers","2019","2019","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1860","Paper and paperboard, excluding newsprint","2010","2010","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1860","Paper and paperboard, excluding newsprint","2011","2011","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1860","Paper and paperboard, excluding newsprint","2012","2012","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1860","Paper and paperboard, excluding newsprint","2013","2013","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1860","Paper and paperboard, excluding newsprint","2014","2014","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1860","Paper and paperboard, excluding newsprint","2015","2015","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1860","Paper and paperboard, excluding newsprint","2016","2016","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1860","Paper and paperboard, excluding newsprint","2017","2017","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1860","Paper and paperboard, excluding newsprint","2018","2018","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","1860","Paper and paperboard, excluding newsprint","2019","2019","tonnes","5123"
"FO","Forestry Production and Trade","3","Albania","5510","Production","2043","Packaging paper and paperboard","2010","2010","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","2043","Packaging paper and paperboard","2011","2011","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","2043","Packaging paper and paperboard","2012","2012","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","2043","Packaging paper and paperboard","2013","2013","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","2043","Packaging paper and paperboard","2014","2014","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","2043","Packaging paper and paperboard","2015","2015","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","2043","Packaging paper and paperboard","2016","2016","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","2043","Packaging paper and paperboard","2017","2017","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","2043","Packaging paper and paperboard","2018","2018","tonnes","0"
"FO","Forestry Production and Trade","3","Albania","5510","Production","2043","Packaging paper and paperboard","2019","2019","tonnes","2939"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1861","Roundwood","2010","2010","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1861","Roundwood","2011","2011","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1861","Roundwood","2012","2012","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1861","Roundwood","2013","2013","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1861","Roundwood","2014","2014","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1861","Roundwood","2015","2015","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1861","Roundwood","2016","2016","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1861","Roundwood","2017","2017","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1861","Roundwood","2018","2018","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1861","Roundwood","2019","2019","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1864","Wood fuel","2010","2010","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1864","Wood fuel","2011","2011","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1864","Wood fuel","2012","2012","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1864","Wood fuel","2013","2013","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1864","Wood fuel","2014","2014","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1864","Wood fuel","2015","2015","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1864","Wood fuel","2016","2016","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1864","Wood fuel","2017","2017","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1864","Wood fuel","2018","2018","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1864","Wood fuel","2019","2019","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1872","Sawnwood","2015","2015","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1872","Sawnwood","2016","2016","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1872","Sawnwood","2017","2017","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1872","Sawnwood","2018","2018","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1872","Sawnwood","2019","2019","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1873","Wood-based panels","2015","2015","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1873","Wood-based panels","2016","2016","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1873","Wood-based panels","2017","2017","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1873","Wood-based panels","2018","2018","m3","0"
"FO","Forestry Production and Trade","6","Andorra","5516","Production","1873","Wood-based panels","2019","2019","m3","0"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1861","Roundwood","2010","2010","m3","17830956"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1861","Roundwood","2011","2011","m3","18695671"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1861","Roundwood","2012","2012","m3","18020680"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1861","Roundwood","2013","2013","m3","17389735"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1861","Roundwood","2014","2014","m3","17088560"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1861","Roundwood","2015","2015","m3","17549526"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1861","Roundwood","2016","2016","m3","16763033"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1861","Roundwood","2017","2017","m3","17647118"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1861","Roundwood","2018","2018","m3","19192060"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1861","Roundwood","2019","2019","m3","18903715"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1864","Wood fuel","2010","2010","m3","4549512"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1864","Wood fuel","2011","2011","m3","5065139"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1864","Wood fuel","2012","2012","m3","5189462"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1864","Wood fuel","2013","2013","m3","4956972"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1864","Wood fuel","2014","2014","m3","5058840"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1864","Wood fuel","2015","2015","m3","4979064"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1864","Wood fuel","2016","2016","m3","4589952"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1864","Wood fuel","2017","2017","m3","4908713"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1864","Wood fuel","2018","2018","m3","5243220"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1864","Wood fuel","2019","2019","m3","5579035"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1865","Industrial roundwood","2010","2010","m3","13281444"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1865","Industrial roundwood","2011","2011","m3","13630532"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1865","Industrial roundwood","2012","2012","m3","12831218"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1865","Industrial roundwood","2013","2013","m3","12432763"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1865","Industrial roundwood","2014","2014","m3","12029720"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1865","Industrial roundwood","2015","2015","m3","12570462"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1865","Industrial roundwood","2016","2016","m3","12173081"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1865","Industrial roundwood","2017","2017","m3","12738405"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1865","Industrial roundwood","2018","2018","m3","13948840"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1865","Industrial roundwood","2019","2019","m3","13324680"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1868","Sawlogs and veneer logs","2010","2010","m3","10167382"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1868","Sawlogs and veneer logs","2011","2011","m3","10385692"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1868","Sawlogs and veneer logs","2012","2012","m3","9653679"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1868","Sawlogs and veneer logs","2013","2013","m3","9319316"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1868","Sawlogs and veneer logs","2014","2014","m3","8855230"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1868","Sawlogs and veneer logs","2015","2015","m3","9490779"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1868","Sawlogs and veneer logs","2016","2016","m3","9006268"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1868","Sawlogs and veneer logs","2017","2017","m3","9535419"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1868","Sawlogs and veneer logs","2018","2018","m3","10395385"
"FO","Forestry Production and Trade","11","Austria","5516","Production","1868","Sawlogs and veneer logs","2019","2019","m3","9870400"
"FO","Forestry Production and Trade","11","Austria","5516","Production","2038","Pulpwood, round and split, all species (production)","2010","2010","m3","3114062"
"FO","Forestry Production and Trade","11","Austria","5516","Production","2038","Pulpwood, round and split, all species (production)","2011","2011","m3","3244840"
"FO","Forestry Production and Trade","11","Austria","5516","Production","2038","Pulpwood, round and split, all species (production)","2012","2012","m3","3177539"
"FO","Forestry Production and Trade","11","Austria","5516","Production","2038","Pulpwood, round and split, all species (production)","2013","2013","m3","3113447"
"FO","Forestry Production and Trade","11","Austria","5516","Production","2038","Pulpwood, round and split, all species (production)","2014","2014","m3","3174490"
